,incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
1332,INC004358,KIDNAPPING,West,Maplewood,NY,3579 Main St,35.141689,-99.932368,2020-07-30 16:14:37,OFF0040,Jessica,Lee,3213.0,SUS00705,Robert,Hill,58.0,Other,BLACK,VIC00592,Michael,Nguyen,52.0,male,217-196-3917,Unarmed,MEDIUM,Under Investigation,arrest made,4.0,49298.79,0,Incident at 3579 Main St. Officer responded at scene.
1378,INC004068,Narcotics,Midtown  ,Hillcrest,GA,3034 Oak Ave,27.23255,-88.769909,2018-06-05 18:22:26,OFF0094,Jessica,Scott,6795.0,SUS00628,Carol,Taylor,74.0,Female,asian,VIC00160,Michael,Torres,49.0,female,8517008969,Blunt Object,Critical,open,arrest made,1.0,5666.55,YES,Incident at 3034 Oak Ave. Officer responded at scene.
1380,INC001194,burglary,Mid,Riverside,AZ,6393 Cedar Lane,37.254599,-110.689752,2018-08-03 02:56:09,OFF0074,chris,Hall,6830.0,SUS00311,Ashley,Allen,-26.0,Unknown,Black,VIC00935,Susan,Thomas,52.0,Male,881-948-6323,hands,Med,OPEN,No Arrest,5.0,13564.42.0,yes,Incident at 6393 Cedar Lane. Officer responded at scene.
1384,INC002583,Robbery,Sou,Hillcrest,TX,4917 Elm Blvd,43.836007,-103.077022,2020-06-12 05:47:37,OFF0030,Mary,Anderson,3347.0,SUS00533,Joseph,Lee,284.0,f,White,VIC00977,Jessica,Thompson,28.0,f,3357391976,Gun,high,Resolved,Arres Made,2.0,10023.37,False,Incident at 4917 Elm Blvd. Officer responded at scene.
1392,INC004530,fraud, South,Springfield,OH,8268 Sunset Blvd,42.573962,-117.821504,2021-05-14 21:40:10,OFF0082,Jessica,Thompson,9212.0,SUS00210,Donna,Flores,20.0,m,Hispanic,VIC00720,Chris,Hill,-73.0,M,218-563-6930,hands,Med,Resolved,arrest made,0.0,8474.15,No,Incident at 8268 Sunset Blvd. Officer responded at scene.
1396,INC000332,KIDNAPPING, Northeast,Lakewood,IL,3141 Main St,40.379281,-97.568733,2020-08-14 01:58:21,OFF0106,Donna,Wilson,5761.0,SUS00526,Anthony,Martin,47.0,Male,Asian,VIC00749,Linda,Thompson,74.0,FEMALE,(382) -95-0-5512,Pistol,1,Under Investigation,warning,4.0,41587.67,Yes,Incident at 3141 Main St. Officer responded at scene.
1413,INC003676,Cybercrime,WEST,Springfield,CA,3434 Maple Dr,177.3708,-89.665793,2019-07-14 07:25:46,OFF0030,MARY,Johnson,1316.0,SUS00295,David,Jones,44.0,male,BLACK,VIC00161,Susan,Nguyen,27.0,m,562-874-3071,hands,2,Resolved,Arrest Made,4.0,26714.22,YES,Incident at 3434 Maple Dr. Officer responded at scene.
1418,INC002574,Robbry,  Northwest  ,Lakewood,TX,9985 Washington Ave,28.248231,-119.861367,2023-06-15 06:41:54,OFF0105,Charles,Davis,7963.0,SUS00458,Jennifer,Johnson,-75.0,f,Asian,VIC00344,Ashley,Torres,58.0,male,913-746-8897,Knife,MEDIUM,Under Investigation,Arres Made,3.0,27768.7,0,Incident at 9985 Washington Ave. Officer responded at scene.
1451,INC001620,DUI,Wes,Maplewood,NY,7053 River Rd,39.391054,-107.311735,2023-04-16 15:32:40,OFF0135,Ashley,Torres,5768.0,SUS00648,David,Torres,56.0,Male,Asian,VIC00247,William,Thomas,74.0,m,912-148-2675,Pistol,1,Under Investigation,warning,3.0,17466.05,False,Incident at 7053 River Rd. Officer responded at scene.
1472,INC000967,D.U.I., Northwest,Springfield,PA,5294 Washington Ave,46.466182,-76.889132,03/24/2022 14:51,OFF0035,jennifer,Miller,3772.0,SUS00297,William,Davis,16.0,Male,BLACK,VIC00245,Charles,Brown,14.0,f,639-973-8689,Hands/Feet,1,Pendng,Case Dismissed,3.0,37940.01,NO,Incident at 5294 Washington Ave. Officer responded at scene.
1486,INC003051,DRUG OFFENSE,South,Hillcrest,GA,914 Sunset Blvd,40.343416,-76.700611,2018-01-17 02:12:50,OFF0043,Barbara,Harris,3888.0,SUS00512,Karen,Anderson,61.0,Unknown,white,VIC00428,Joseph,Jackson,75.0,MALE,392-283-3421,hands,low,CLOSED,Dismissed,4.0,14344.38,1,Incident at 914 Sunset Blvd. Officer responded at scene.
1494,INC003763,Narcotics,NORTHWEST,Springfield,FL,2935 Park Rd,36.161764,-71.066428,2019-05-23 18:35:40,OFF0121,William,Young,3452.0,SUS00373,Chris,Young,40.0,MALE,Other,VIC00689,Sarah,Wright,58.0,male,635-947-9555,Unarmed,1,Closed,arrest made,-4.0,28146.58,yes,Incident at 2935 Park Rd. Officer responded at scene.
1502,INC003848,THEFT,northwest,Centerville,AZ,4445 River Rd,36.818645,-115.738097,2024-08-18 13:55:06,OFF0040,Chris,Jones,7166.0,SUS00105,Charles,Brown,50.0,MALE,Unknown,VIC00234,Chris,Anderson,89.0,FEMALE,354-299-5878,Unarmed,3,closed,warning,4.0,19861.53,NO,Incident at 4445 River Rd. Officer responded at scene.
1507,INC004310,Burglry,Nor,Hillcrest,FL,5482 River Rd,39.902423,-93.063524,2022-07-26 13:31:42,OFF0116,James,Hill,5087.0,SUS00438,Anthony,Thomas,33.0,female,Hispanic,VIC00159,Thomas,Green,27.0,M,872-646-7970,blunt object,Crit,OPEN,arrest made,3.0,-6305.77,False,Incident at 5482 River Rd. Officer responded at scene.
1523,INC001841,DRUG OFFENSE,east,Hillcrest,NC,2795 Cedar Lane,36.225121,-112.39774,05-06-2023,OFF0006,Daniel,Thompson,2495.0,SUS00479,Michelle,Anderson,57.0,M,Hispanic,VIC00384,Linda,Young,-49.0,Other,551-684-7325,firearm,2,Pending,warning,2.0,5142.22,No,Incident at 2795 Cedar Lane. Officer responded at scene.
1541,INC000547,Murder,southeast,Springfield,CA,380 Maple Dr,27.976236,-108.637083,2024-02-07 11:37:50,OFF0026,Matthew,Johnson,8764.0,SUS00010,Jessica,Davis,32.0,FEMALE,white,VIC00893,Donna,Walker,78.0,f,821-428-2707,firearm,Critical,CLOSED,Arrest Made,4.0,18565.72,No,Incident at 380 Maple Dr. Officer responded at scene.
1546,INC004453,Abduction,East,Fairview,IL,4104 Main St,28.451027,-90.873311,2021-05-22 10:42:16,OFF0075,Mark,Thomas,5657.0,SUS00651,William,Lee,26.0,male,Black,VIC00242,Jennifer,Hall,82.0,FEMALE,706-884-9605,KNIFE,Low,open,Arres Made,2.0,26939.95,No,Incident at 4104 Main St. Officer responded at scene.
1563,INC000052,DWI,Northeast,Hillcrest,NC,8940 Elm Blvd,40.679391,-93.394844,2024-03-09 08:57:31,OFF0119,Daniel,Miller,8183.0,SUS00299,John,Nguyen,69.0,m,BLACK,VIC00690,Chris,Moore,40.0,female,874-257-7932,Bat,Medium,CLOSED,Arres Made,3.0,29112.2,True,Incident at 8940 Elm Blvd. Officer responded at scene.
1571,INC001186,TRESPASSING, Midtown,Centerville,NY,2264 Elm Blvd,39.769308,-115.074967,2022-02-03 08:11:48,OFF0135,Mary,Lee,3347.0,SUS00535,Donna,Allen,57.0,Unknown,asian,VIC00406,Charles,Brown,90.0,Male,629-282-1511,hands,high,Pendng,warning,4.0,20737.11,no,Incident at 2264 Elm Blvd. Officer responded at scene.
1579,INC004606,Hacking,midtown,Hillcrest,CA,4255 River Rd,27.444887,-97.599803,2022-08-11 18:22:07,OFF0065,John,Thompson,6636.0,SUS00674,Ashley,Harris,56.0,male,Unknown,VIC00425,Thomas,Miller,27.0,female,7231242762,Rifle,Med,under investigation,NO ARREST,1.0,45216.12,Yes,Incident at 4255 River Rd. Officer responded at scene.
1583,INC000163,ASSAULT,South  ,Riverside,FL,9118 Cedar Lane,45.200424,-111.035791,2022-04-18 10:07:32,OFF0082,Mark,Hall,6613.0,SUS00651,Matthew,Allen,43.0,female,Asian,VIC00679,David,Miller,68.0,Unknown,536-116-3190,Firearm,Crit,CLOSED,Arrest Made,0.0,33635.32,1,Incident at 9118 Cedar Lane. Officer responded at scene.
1591,INC004812,Drug Offense,South,Fairview,CA,1555 Cedar Lane,42.162701,-86.976832,2019-09-07 11:59:16,OFF0029,James,Anderson,6558.0,SUS00016,Barbara,Jones,15.0,MALE,Other,VIC00331,Mark,Smith,76.0,male,758-636-8103,Unarmed,high,Investgation,Warning Issued,0.0,-45165.51,False,Incident at 1555 Cedar Lane. Officer responded at scene.
1600,INC002177,Drug Offense, North,Oakdale,GA,3997 Washington Ave,47.02185,95.2854,2021-02-15 05:13:01,OFF0026,Jennifer,Walker,1363.0,SUS00425,Mary,Williams,36.0,f,Unknown,VIC00621,Nancy,Garcia,90.0,FEMALE,(736) -54-4-8135,Knife,Crit,closed,NO ARREST,1.0,17587.99,True,Incident at 3997 Washington Ave. Officer responded at scene.
1608,INC002102,Drunk Driving,SOUTHWEST,Maplewood,CA,3288 Maple Dr,34.895748,-75.804817,2022-05-16 10:17:58,OFF0118,Matthew,Moore,3194.0,SUS00632,Robert,Young,60.0,m,Asian,VIC00018,John,Williams,39.0,Male,294-249-2177,Rifle,MEDIUM,Open,Arrest Made,0.0,23669.78,False,Incident at 3288 Maple Dr. Officer responded at scene.
1611,INC004627,B&E,Central    ,Springfield,AZ,3951 Sunset Blvd,40.714396,-96.367008,2021-10-28 17:55:45,OFF0137,Joseph,Jackson,6502.0,SUS00585,James,Hill,39.0,FEMALE,asian,VIC00885,Anthony,Taylor,33.0,male,987-138-7707,Hands/Feet,High,Pending,NO ARREST,4.0,33954.02,no,Incident at 3951 Sunset Blvd. Officer responded at scene.
1612,INC004166,Vandlism, Southeast,Oakdale,GA,4991 Park Rd,29.613019,-95.523922,2020-06-10 15:40:10,OFF0073,David,Miller,9129.0,SUS00723,Jessica,Scott,31.0,MALE,Other,VIC00378,Karen,Garcia,13.0,M,316-814-1284,Blunt Object,low,OPEN,Case Dismissed,0.0,-41237.36,1,Incident at 4991 Park Rd. Officer responded at scene.
1633,INC001136,Kidnaping,west,Centerville,PA,2695 Elm Blvd,45.031268,-111.128,2020-01-02 02:07:24,OFF0069,David,Johnson,2894.0,SUS00351,Sarah,Harris,40.0,M,hispanic,VIC00552,Anthony,Jackson,20.0,Male,915-767-1826,Knife,Low,closed,Arres Made,0.0,42622.56,No,Incident at 2695 Elm Blvd. Officer responded at scene.
1640,INC002642,DUII,SOUTHWEST,Oakdale,OH,7324 Cedar Lane,30.633818,-115.542601,2024-04-06 22:29:07,OFF0009,Jessica,Lee,1348.0,SUS00108,Barbara,Davis,68.0,FEMALE,White,VIC00876,John,Torres,75.0,female,654-222-1379,Unarmed,Low,Pendng,arrest made,2.0,33636.44,yes,Incident at 7324 Cedar Lane. Officer responded at scene.
1656,INC004714,HOMICIDE, Southwest,Riverside,FL,9696 Elm Blvd,42.911167,-86.632008,2023-12-28 23:28:23,OFF0134,Daniel,Wilson,7183.0,SUS00662,Charles,Flores,49.0,m,white,VIC00879,Karen,Smith,41.0,F,384-469-9545,Firearm,3,Open,No Arrest,5.0,35716.27,yes,Incident at 9696 Elm Blvd. Officer responded at scene.
1662,INC002106,Fraud,east,Springfield,AZ,876 Sunset Blvd,29.710319,-73.79329,2022-02-27 01:45:18,OFF0017,Sarah,Taylor,8638.0,SUS00407,Michael,White,53.0,f,BLACK,VIC00507,Mark,Thomas,61.0,male,918-565-7469,blunt object,1,Pendng,warning,1.0,39046.36,NO,Incident at 876 Sunset Blvd. Officer responded at scene.
1663,INC003045,Assault & Battery,south,Springfield,TX,1804 River Rd,39.982424,-92.709606,2020-07-18 14:13:49,OFF0109,Michael,Green,8827.0,SUS00213,Sarah,Miller,45.0,Male,white,VIC00069,Robert,Jackson,90.0,male,502-464-9125,Firearm,3,closed,No Arrest,2.0,13197.97,False,Incident at 1804 River Rd. Officer responded at scene.
1664,INC002269,Arsen, Southwest,Hillcrest,NC,2810 Lincoln St,42.992187,-101.72279,2022-03-10 02:53:10,OFF0031,Daniel,Miller,5279.0,SUS00519,Donna,Wright,34.0,m,asian,VIC00727,William,Garcia,37.0,female,902-270-3417,KNIFE,Med,Resolved,Case Dismissed,3.0,43735.21.0,Yes,Incident at 2810 Lincoln St. Officer responded at scene.
1680,INC001016,Robbry,West  ,Hillcrest,FL,5069 Main St,40.618067,-112.959212,2022-05-20 05:44:35,OFF0022,Donna,Lee,6662.0,SUS00627,Chris,Green,57.0,F,Black,VIC00681,Charles,Torres,74.0,f,9691319753,Knife,low,Open,Arres Made,1.0,11556.23,yes,Incident at 5069 Main St. Officer responded at scene.
1719,INC002885,burglary,EAST,Hillcrest,OH,9546 Cedar Lane,45.821809,-91.775086,2021-09-24 07:50:28,OFF0046,Jennifer,Hall,5877.0,SUS00053,Barbara,Martin,49.0,Unknown,BLACK,VIC00424,Linda,Miller,64.0,female,770-442-9611,Firearm,2,Pending,Dismissed,4.0,36392.71,YES,Incident at 9546 Cedar Lane. Officer responded at scene.
1725,INC001550,theft,SOUTHEAST,Lakewood,PA,6830 Washington Ave,33.611863,-103.472513,2023-01-30 03:31:12,OFF0017,Richard,Walker,2699.0,SUS00194,Richard,Thompson,65.0,Unknown,Asian,VIC00241,Richard,Thomas,21.0,F,422-737-9223,hands,Med,Closed,No Arrest,3.0,7582.66,yes,Incident at 6830 Washington Ave. Officer responded at scene.
1747,INC000826,VANDALISM,Nor,Fairview,GA,1821 Main St,32.361391,-121.452054,2018-01-05 16:28:28,OFF0144,Mark,Walker,7888.0,SUS00499,Donna,Wilson,31.0,MALE,BLACK,VIC00082,Joseph,Thompson,205.0,F,585-298-7293,Gun,high,Investgation,arrest made,-1.0,46801.13,no,Incident at 1821 Main St. Officer responded at scene.
1753,INC003091,Assault,Eas,Lakewood,TX,9150 Maple Dr,42.766841,-83.409742,2019-10-16 02:03:40,OFF0091,Chris,Hill,1088.0,SUS00289,Thomas,Walker,38.0,male,white,VIC00903,Mary,Lee,66.0,M,271-641-7201,hands,4,Closed,Arres Made,0.0,7571.83,Yes,Incident at 9150 Maple Dr. Officer responded at scene.
1766,INC003176,kidnapping,WEST,Fairview,NC,5137 River Rd,35.31126,-95.839695,2019-03-27 09:47:19,OFF0149,Matthew,Anderson,3972.0,SUS00176,Joseph,Green,67.0,MALE,Black,VIC00906,Jessica,Garcia,81.0,MALE,812-428-6573,Firearm,high,CLOSED,Case Dismissed,1.0,46642.2,0,Incident at 5137 River Rd. Officer responded at scene.
1768,INC003313,sexual assault,Nor,Oakdale,GA,1965 Washington Ave,39.181147,-116.025894,2018-09-13 21:50:15,OFF0036,Jennifer,Nguyen,3510.0,SUS00729,Ashley,Thompson,33.0,Other,Black,VIC00153,Ashley,Allen,34.0,M,706-281-9464,Gun,Low,Investgation,arrest made,1.0,19255.56,Yes,Incident at 1965 Washington Ave. Officer responded at scene.
1775,INC002561,kidnapping,Nor,Fairview,CA,1142 Washington Ave,39.706533,-93.588194,2022-02-03 02:33:43,OFF0022,Matthew,Green,3234.0,SUS00106,Donna,Torres,33.0,Other,Other,VIC00277,Emily,Smith,57.0,MALE,216-243-4604,Unarmed,3,closed,NO ARREST,1.0,2864.72,No,Incident at 1142 Washington Ave. Officer responded at scene.
1783,INC001023,Larceny,Central,Maplewood,FL,5830 Main St,39.179784,-101.599512,2021-06-23 17:48:01,OFF0015,Michael,Martin,6408.0,SUS00662,Thomas,Scott,48.0,Other,Asian,VIC00119,Robert,Lee,89.0,F,697-624-4541,Gun,Critical,closed,Dismissed,5.0,34156.38,NO,Incident at 5830 Main St. Officer responded at scene.
1787,INC004051,Dom. Violence,central,Maplewood,OH,2265 Maple Dr,32.008286,-110.007547,2021-03-24 14:49:53,OFF0142,James,Harris,6501.0,SUS00705,Linda,Taylor,52.0,female,Black,VIC00147,Daniel,Wright,-26.0,Unknown,344-708-4133,Pistol,1,Under Investigation,Arrest Made,5.0,36719.49,no,Incident at 2265 Maple Dr. Officer responded at scene.
1794,INC003841,SEXUAL ASSAULT,CENTRAL,Oakdale,FL,3188 Maple Dr,33.718345,-92.250431,2021-02-21 05:48:55,OFF0062,Mary,Lee,3423.0,SUS00577,Mary,Nguyen,47.0,Other,Asian,VIC00074,Barbara,Taylor,11.0,f,839-875-3664,Rifle,3,open,Warning Issued,5.0,3547.54,no,Incident at 3188 Maple Dr. Officer responded at scene.
1798,INC003767,TRESPASSING,NORTH,Maplewood,OH,8529 Washington Ave,30.779344,-94.738332,11/07/2023 10:10,OFF0012,Michelle,Garcia,7966.0,SUS00175,Michael,Williams,34.0,m,Asian,VIC00865,Chris,Hall,41.0,f,588-759-1051,Gun,Crit,Resolved,Dismissed,0.0,35113.21,0,Incident at 8529 Washington Ave. Officer responded at scene.
1809,INC004170,Arsen, Central,Hillcrest,GA,6626 Park Rd,33.467649,-79.318552,2020-03-10 19:42:11,OFF0017,William,Williams,8198.0,SUS00656,Robert,Hill,31.0,Unknown,Hispanic,VIC00287,Linda,Miller,20.0,m,406-292-8995,Knife,4,open,arrest made,-5.0,7341.05,YES,Incident at 6626 Park Rd. Officer responded at scene.
1814,INC004311,Sex Assault,WEST,Centerville,FL,7884 Park Rd,34.668318,-75.847314,2018-11-12 14:30:30,OFF0116,Barbara,Brown,9305.0,SUS00593,Barbara,Torres,23.0,f,BLACK,VIC00015,Barbara,Thompson,67.0,Female,400-918-3705,Firearm,high,under investigation,Dismissed,0.0,27201.33,No,Incident at 7884 Park Rd. Officer responded at scene.
1815,INC004414,assault, Northeast,Centerville,IL,3607 Elm Blvd,33.239039,-78.737727,2021-10-01 04:27:45,OFF0144,Emily,Torres,8243.0,SUS00702,Anthony,Moore,24.0,male,white,VIC00548,Charles,Moore,62.0,f,645-633-4534,Firearm,2,open,Arres Made,0.0,31564.03,True,Incident at 3607 Elm Blvd. Officer responded at scene.
1829,INC000502,Theft,Northwest  ,Hillcrest,TX,5113 Park Rd,38.392833,-105.122231,2018-07-21 17:00:12,OFF0065,Linda,Jackson,8886.0,SUS00548,Chris,Brown,75.0,m,White,VIC00498,John,Thompson,68.0,Female,246-729-7641,Pistol,high,OPEN,Warning Issued,2.0,38049.3,Yes,Incident at 5113 Park Rd. Officer responded at scene.
1832,INC001581,cyber crime,west,Riverside,NY,598 Oak Ave,44.412151,-110.643067,2024-08-05 12:31:41,OFF0099,Mark,Walker,9419.0,SUS00794,Richard,White,26.0,male,white,VIC00431,Nancy,Hill,46.0,male,620-200-5633,Unarmed,3,closed,NO ARREST,1.0,29324.21,True,Incident at 598 Oak Ave. Officer responded at scene.
1848,INC004329,DUI,North,Springfield,OH,3456 Lincoln St,40.175298,-111.898298,2020-10-10 20:04:55,OFF0033,James,Martin,1289.0,SUS00021,David,Young,56.0,Unknown,Unknown,VIC00676,Joseph,Martin,20.0,MALE,269-555-5589,blunt object,MEDIUM,closed,warning,4.0,11324.19,False,Incident at 3456 Lincoln St. Officer responded at scene.
1867,INC004945,Abduction, Southwest,Fairview,FL,6584 Washington Ave,25.432871,-70.056461,2022-08-31 18:44:05,OFF0121,Richard,Torres,3782.0,SUS00418,Linda,Hill,53.0,Female,BLACK,VIC00874,Sarah,Martin,70.0,female,992-656-1367,Knife,MEDIUM,Open,NO ARREST,1.0,20699.79,yes,Incident at 6584 Washington Ave. Officer responded at scene.
1871,INC001848,Assault,Midtown  ,Lakewood,NC,3238 River Rd,46.491981,-105.374953,2020-07-19 00:12:01,OFF0009,Daniel,Moore,1287.0,SUS00768,Michael,Nguyen,153.0,f,hispanic,VIC00211,Anthony,Garcia,59.0,Male,7699411168,firearm,Med,CLOSED,Warning Issued,-1.0,26801.63,NO,Incident at 3238 River Rd. Officer responded at scene.
1878,INC003088,kidnapping, Northwest,Riverside,TX,6958 Cedar Lane,29.062986,-121.826614,2021-09-11 10:18:02,OFF0035,Susan,Williams,8965.0,SUS00658,Jessica,Lee,170.0,Unknown,asian,VIC00603,Mary,Thompson,40.0,m,965-519-7306,Knife,low,Under Investigation,NO ARREST,2.0,40950.57,1,Incident at 6958 Cedar Lane. Officer responded at scene.
1902,INC000155,DRUG OFFENSE,Nor,Lakewood,FL,8249 Main St,43.556757,-104.437793,2018-12-21 02:09:59,OFF0059,Patricia,Thompson,4671.0,SUS00499,David,Torres,37.0,m,White,VIC00789,William,Flores,29.0,f,9069949444,Hands/Feet,1,Open,warning,-3.0,48132.36,No,Incident at 8249 Main St. Officer responded at scene.
1904,INC000089,ARSON, Central,Lakewood,PA,6202 Maple Dr,38.516613,-75.292216,30-08-2018,OFF0133,William,Thomas,4651.0,SUS00529,Anthony,Hill,37.0,MALE,hispanic,VIC00909,Thomas,Flores,27.0,MALE,369-335-2263,hands,Critical,Under Investigation,Warning Issued,1.0,18111.15,No,Incident at 6202 Maple Dr. Officer responded at scene.
1910,INC000262,B&E, South,Centerville,NC,3128 Oak Ave,42.643652,-99.59077,2020-05-10 04:32:39,OFF0120,Joseph,Flores,3493.0,SUS00667,Jennifer,Walker,51.0,M,hispanic,VIC00541,Emily,Nguyen,160.0,Male,611-688-5813,Firearm,Crit,Pendng,NO ARREST,0.0,426.9,NO,Incident at 3128 Oak Ave. Officer responded at scene.
1927,INC003262,manslaughter,northwest,Lakewood,TX,9528 Cedar Lane,31.040396,-96.470695,2023-07-19 16:21:28,OFF0110,Linda,Garcia,3804.0,SUS00669,James,Williams,74.0,Male,Hispanic,VIC00070,Chris,Lee,28.0,M,899-949-4754,Bat,Low,CLOSED,Warning Issued,0.0,19787.9,0,Incident at 9528 Cedar Lane. Officer responded at scene.
1951,INC000207,Drugs,Northeast,Lakewood,AZ,2417 Sunset Blvd,44.878931,-116.092442,2023-09-25 21:00:17,OFF0105,William,Martin,1060.0,SUS00462,Michelle,Jones,55.0,MALE,Unknown,VIC00993,Mary,Miller,-34.0,F,913-659-3721,Bat,Critical,closed,Case Dismissed,1.0,48587.23,False,Incident at 2417 Sunset Blvd. Officer responded at scene.
1970,INC002317,Homicide,central,Centerville,IL,8445 Park Rd,29.063315,-89.163794,2020-10-21 18:45:00,OFF0071,Donna,Taylor,4719.0,SUS00523,James,Thomas,54.0,female,BLACK,VIC00389,Ashley,Smith,48.0,Male,548-911-8437,Blunt Object,2,under investigation,Dismissed,3.0,20285.02,False,Incident at 8445 Park Rd. Officer responded at scene.
1991,INC000521,burglary,Wes,Centerville,TX,8834 Maple Dr,38.472795,-118.276159,2019-03-05 22:27:42,OFF0097,Anthony,Walker,9467.0,SUS00738,Thomas,Anderson,41.0,male,hispanic,VIC00086,Michelle,Jones,87.0,female,(397) -12-2-1656,Firearm,1,Pending,warning,2.0,38645.46,no,Incident at 8834 Maple Dr. Officer responded at scene.
2005,INC000109,sexual assault,Wes,Springfield,OH,1303 Sunset Blvd,110.9316,-78.000812,2021-12-27 09:32:23,OFF0096,Jennifer,Hill,7348.0,SUS00504,Jennifer,Miller,29.0,Male,BLACK,VIC00783,Carol,Wilson,62.0,male,960-787-4323,KNIFE,Medium,Under Investigation,warning,4.0,24497.14,NO,Incident at 1303 Sunset Blvd. Officer responded at scene.
2010,INC004510,Abduction,SOUTHWEST,Fairview,PA,8841 Oak Ave,43.292883,-120.076348,2023-01-02 17:18:18,OFF0056,David,Martin,7065.0,SUS00662,Carol,Walker,47.0,M,white,VIC00342,Joseph,Davis,19.0,m,282-364-5186,blunt object,low,Investgation,NO ARREST,0.0,37444.35,Yes,Incident at 8841 Oak Ave. Officer responded at scene.
2017,INC004340,KIDNAPPING,West  ,Springfield,CA,3967 Park Rd,26.808893,-89.184936,2022-07-21 00:34:34,OFF0144,Thomas,Young,4065.0,SUS00040,Chris,Allen,63.0,f,Other,VIC00657,Linda,Jones,79.0,FEMALE,873-449-9097,KNIFE,Low,closed,Warning Issued,3.0,3223.58,True,Incident at 3967 Park Rd. Officer responded at scene.
2024,INC002494,Graffiti,Southwest,Centerville,GA,8475 Elm Blvd,34.319172,-86.707879,2021-06-12 04:26:39,OFF0010,JENNIFER,Thomas,8595.0,SUS00405,Emily,Wright,40.0,MALE,Hispanic,VIC00866,Michael,Harris,43.0,MALE,967-630-5501,KNIFE,High,CLOSED,Warning Issued,3.0,24930.0,No,Incident at 8475 Elm Blvd. Officer responded at scene.
2045,INC003902,BURGLARY, Southwest,Lakewood,CA,9182 Sunset Blvd,35.714775,-87.737161,2020-11-18 16:18:08,OFF0026,Daniel,Hall,3549.0,SUS00391,Emily,Green,41.0,female,asian,VIC00321,Emily,Davis,78.0,M,351-787-6386,Pistol,Crit,Under Investigation,Dismissed,5.0,20979.27,0,Incident at 9182 Sunset Blvd. Officer responded at scene.
2050,INC002824,Fire Setting,Sou,Springfield,CA,2709 Oak Ave,29.931262,-85.673679,2018-09-20 17:45:41,OFF0037,Sarah,Williams,2656.0,SUS00718,Donna,Martin,48.0,M,Hispanic,VIC00103,Susan,Thompson,161.0,m,378-895-5453,Rifle,2,CLOSED,Case Dismissed,0.0,9739.53,No,Incident at 2709 Oak Ave. Officer responded at scene.
2068,INC004691,burglary,North,Springfield,NC,920 River Rd,45.394823,-82.07402,2019-03-16 14:15:47,OFF0015,Donna,Williams,3918.0,SUS00325,Donna,Hall,67.0,Other,BLACK,VIC00691,Linda,Brown,52.0,female,2559736928,hands,3,under investigation,Dismissed,4.0,7453.26,no,Incident at 920 River Rd. Officer responded at scene.
2077,INC002460,burglary,Northwest,Oakdale,IL,1524 Washington Ave,34.62965,-109.738208,2021-10-30 14:55:40,OFF0053,Joseph,Flores,8213.0,SUS00588,Donna,Moore,49.0,Unknown,Asian,VIC00018,Carol,Lee,-11.0,f,847-100-5977,Hands/Feet,High,OPEN,No Arrest,1.0,31890.67,Yes,Incident at 1524 Washington Ave. Officer responded at scene.
2081,INC002608,Burglary,Mid,Oakdale,OH,3217 Lincoln St,30.29318,57.8723,2020-08-26 05:32:48,OFF0034,Susan,Green,7789.0,SUS00191,Jennifer,White,50.0,MALE,Unknown,VIC00317,Joseph,Flores,54.0,M,596-544-9727,Hands/Feet,low,open,No Arrest,3.0,365.15,True,Incident at 3217 Lincoln St. Officer responded at scene.
2087,INC004448,Dom. Violence,Southwest  ,Fairview,FL,3746 River Rd,41.354017,79.9509,2023-10-03 07:03:51,OFF0081,Chris,Hall,7699.0,SUS00415,Linda,Scott,37.0,Female,BLACK,VIC00510,John,Lee,221.0,male,250-681-4621,firearm,Medium,open,Case Dismissed,2.0,6167.24,NO,Incident at 3746 River Rd. Officer responded at scene.
2088,INC004624,Sex Assault,WEST,Maplewood,PA,9792 Park Rd,39.74281,-118.904409,2024-10-29 20:43:07,OFF0096,Robert,Anderson,5560.0,SUS00413,Michael,Davis,32.0,Unknown,asian,VIC00888,Daniel,Anderson,78.0,MALE,452-132-2896,hands,4,Investgation,Dismissed,0.0,1760.93,yes,Incident at 9792 Park Rd. Officer responded at scene.
2091,INC001500,manslaughter,North  ,Oakdale,AZ,7273 Cedar Lane,44.570868,-118.346842,2022-12-02 07:25:30,OFF0052,James,Allen,2099.0,SUS00409,Ashley,Torres,66.0,f,BLACK,VIC00515,William,Jones,64.0,male,416-547-2343,Hands/Feet,Critical,closed,arrest made,4.0,44706.7,1,Incident at 7273 Cedar Lane. Officer responded at scene.
2093,INC003788,HOMICIDE,Southeast,Springfield,TX,1583 Cedar Lane,34.386145,-91.902395,2022-10-22 23:41:16,OFF0145,William,Wilson,4097.0,SUS00584,John,Allen,38.0,f,Other,VIC00503,Joseph,Garcia,26.0,Other,669-641-1857,Pistol,3,open,Arres Made,3.0,2760.14,False,Incident at 1583 Cedar Lane. Officer responded at scene.
